file,simtime,bgcells,bgstims,SpinyStellate,DeepBasket,DeepLTS,DeepAxoaxonic,SupPyrRS,SupPyrFRB,SupLTS,SupBasket,SupAxoaxonic,TCR,nRT,TuftedIB,TuftedRS,NontuftedRS
/data/subha/rsync_ghevar_cortical_data_clone/2012_12_26/data_20121226_095623_17407.h5,20.0,0,16,240,0,0,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_11_07/data_20121107_100729_29479.h5,20.0,5,18,240,50,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_09_29/data_20120929_184651_17981.h5,20.0,5,20,240,30,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_28/data_20120128_120809_21820.h5,5.0,10,44,25,10,0,10,0,0,0,0,0,10,10,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_28/data_20120128_120931_21882.h5,5.0,10,35,25,10,0,10,0,0,0,0,0,10,10,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_13/data_20120313_195423_10961.h5,10.0,20,4,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_13/data_20120313_195424_10984.h5,10.0,20,4,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_13/data_20120313_195421_10938.h5,10.0,20,4,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_01_12/data_20130112_093358_3354.h5,20.0,15,21,240,0,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_07/data_20130307_105110_5837.h5,20.0,5,9,240,30,10,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_05/data_20130305_171638_2787.h5,20.0,5,7,240,30,10,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_01_21/data_20130121_150010_15584.h5,20.0,20,14,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_10_03/data_20121003_091501_19886.h5,20.0,5,15,240,40,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_02_16/data_20120216_172956_12356.h5,10.0,20,9,240,100,100,100,0,0,0,0,0,100,100,800,200,500
/data/subha/rsync_ghevar_cortical_data_clone/2012_12_28/data_20121228_091024_22059.h5,20.0,0,18,240,0,0,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_11_12/data_20121112_112211_685.h5,20.0,5,17,240,50,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_06/data_20120406_120014_29860.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_06/data_20120406_120022_30039.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_06/data_20120406_120020_30001.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_06/data_20120406_120018_29940.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_06/data_20120406_120019_29963.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_10_06/data_20121006_081815_23857.h5,20.0,5,23,240,40,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_19/data_20120119_154949_9699.h5,2.0,10,3,10,10,0,5,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_19/data_20120119_201036_10692.h5,10.0,20,36,240,100,0,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_19/data_20120119_142810_9255.h5,2.0,10,0,10,10,0,5,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_19/data_20120119_174542_9978.h5,2.0,10,3,10,10,0,5,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_19/data_20120119_135900_9148.h5,10.0,20,14,20,0,0,0,0,0,0,0,0,20,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_19/data_20120119_151418_9430.h5,2.0,10,3,10,10,0,5,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_19/data_20120119_182324_10111.h5,2.0,10,3,10,10,0,5,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_19/data_20120119_173205_9886.h5,2.0,10,3,10,10,0,5,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_19/data_20120119_132336_9035.h5,10.0,20,14,20,0,0,0,0,0,0,0,0,20,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_08_27/data_20120827_165508_24271.h5,20.0,5,17,240,0,60,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_22/data_20120322_114922_24526.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_22/data_20120322_115006_24578.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_22/data_20120322_115007_24601.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_22/data_20120322_115005_24555.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_03/data_20120103_101152_12049.h5,5.0,10,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20
/data/subha/rsync_ghevar_cortical_data_clone/2012_05_03/data_20120503_093603_26726.h5,10.0,20,7,1000,100,100,100,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_11_28/data_20121128_092639_11369.h5,20.0,10,17,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_26/data_20120426_142300_7898.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_26/data_20120426_142251_7866.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_26/data_20120426_132826_7763.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_26/data_20120426_142250_7843.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_08_29/data_20120829_121324_20182.h5,20.0,5,15,240,0,60,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_24/data_20120324_172345_4429.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_24/data_20120324_172347_4452.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_24/data_20120324_172342_4406.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_24/data_20120324_172349_4483.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_112318_7326.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_113137_7571.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_112113_7165.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_133424_8103.h5,1.0,5,4,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_110109_6651.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_105141_6258.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_112548_7418.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_103810_5801.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_105440_6356.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_104935_6180.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_105611_6463.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_104027_5891.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_104309_6066.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_113524_7705.h5,1.0,5,4,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_112213_7246.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_110022_6573.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_110522_6893.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_22/data_20130322_104208_5985.h5,0.0,5,0,24,10,0,0,0,0,0,0,0,10,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_16/data_20130216_152958_19877.h5,0.1,10,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_16/data_20130216_153608_20039.h5,0.1,10,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_16/data_20130216_153250_19926.h5,0.1,10,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_16/data_20130216_140026_19466.h5,0.1,10,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_01_13/data_20130113_193036_21815.h5,20.0,15,13,240,0,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_05_22/data_20120522_152734_10973.h5,55.0,20,99,120,50,50,50,500,25,45,45,45,50,50,400,100,250
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_30/data_20120330_091518_27066.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_30/data_20120330_091516_27020.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_30/data_20120330_091517_27043.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_30/data_20120330_091519_27093.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_03_30/data_20120330_091520_27120.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_10_12/data_20121012_140308_27319.h5,20.0,5,15,240,40,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_20/data_20130220_114407_24020.h5,0.01,5,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_20/data_20130220_133500_24268.h5,20.0,5,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_07_25/data_20120725_114541_22267.h5,5.0,5,3,10,5,5,5,0,0,0,0,0,5,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_07_25/data_20120725_125337_22666.h5,5.0,5,3,10,5,5,5,0,0,0,0,0,5,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_07_25/data_20120725_125439_22687.h5,5.0,5,3,10,5,5,5,0,0,0,0,0,5,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_07_25/data_20120725_125636_22700.h5,5.0,5,3,10,5,5,5,0,0,0,0,0,5,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_04_01/data_20130401_085146_8864.h5,20.0,5,19,240,10,10,10,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_17/data_20120117_111346_6014.h5,1.0,10,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_17/data_20120117_114805_6302.h5,10.0,20,14,240,0,0,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_18/data_20130318_085236_2590.h5,20.0,5,182,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_07_02/data_20120702_143019_22397.h5,5.0,1,28,10,5,5,5,0,0,0,0,0,1,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_07_02/data_20120702_163328_23549.h5,5.0,1,28,10,5,5,5,0,0,0,0,0,1,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_07_02/data_20120702_134806_22155.h5,15.0,1,91,10,5,5,5,0,0,0,0,0,1,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_25/data_20130225_151150_27463.h5,20.0,5,91,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_02_01/data_20120201_143411_29609.h5,10.0,10,30,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_02_01/data_20120201_204744_29839.h5,10.0,10,30,240,100,100,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_01_16/data_20130116_161343_28645.h5,20.0,15,19,240,0,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_09_25/data_20120925_140523_15171.h5,20.0,5,19,240,30,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_05_11/data_20120511_162701_5850.h5,10.0,10,7,100,10,10,10,0,0,0,0,0,10,10,0,0,50
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_19/data_20130319_205710_3880.h5,20.0,5,91,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_05_12/data_20120512_142746_7319.h5,10.0,10,7,10,10,10,10,0,0,0,0,0,10,10,0,0,5
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_09/data_20120109_112852_22086.h5,5.0,20,14,240,0,100,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_22/data_20130222_172520_25513.h5,20.0,5,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_01/data_20130301_101425_29754.h5,20.0,5,91,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_11/data_20120111_135144_30762.h5,5.0,20,14,240,0,100,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_11/data_20120111_135100_30693.h5,60.0,50,180,240,0,0,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_21/data_20120121_195409_13441.h5,2.0,5,3,10,10,0,10,0,0,0,0,0,10,10,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_21/data_20120121_195123_13414.h5,2.0,5,4,240,100,0,100,0,0,0,0,0,100,100,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_07_07/data_20120707_110602_5965.h5,5.0,1,28,10,5,5,5,0,0,0,0,0,1,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_06_23/data_20120623_153426_27376.h5,30.0,5,28,240,0,0,0,100,5,9,9,9,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_06_23/data_20120623_153426_27377.h5,30.0,5,28,240,0,0,0,100,5,9,9,9,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_04_09/data_20120409_092925_10461.h5,10.0,20,7,240,100,100,100,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_18/data_20130218_171412_22627.h5,20.0,5,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_18/data_20130218_152544_22275.h5,20.0,5,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_18/data_20130218_134823_21730.h5,0.1,5,0,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_06_15/data_20120615_135334_26276.h5,5.0,5,0,12,5,5,5,50,2,4,4,4,5,5,40,10,25
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_16/data_20120116_141721_4832.h5,1.0,10,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_16/data_20120116_115555_3551.h5,5.0,1,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_16/data_20120116_124251_3687.h5,1.0,10,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_16/data_20120116_131457_4388.h5,1.0,10,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_16/data_20120116_132227_4555.h5,1.0,10,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_01_16/data_20120116_140720_4682.h5,1.0,10,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_11_08/data_20121108_210758_30357.h5,20.0,5,16,240,50,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_01_19/data_20130119_114614_12793.h5,20.0,20,21,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_02_27/data_20130227_090938_28653.h5,20.0,5,91,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2012_11_26/data_20121126_092942_10181.h5,20.0,10,23,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_01_05/data_20130105_092151_12565.h5,20.0,0,21,240,0,0,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_03_03/data_20130303_153540_31841.h5,20.0,5,91,240,60,30,0,0,0,0,0,0,100,0,0,0,0
/data/subha/rsync_ghevar_cortical_data_clone/2013_01_02/data_20130102_100651_9833.h5,20.0,0,23,240,0,0,0,0,0,0,0,0,100,0,0,0,0
